measurement_id,segment_idx,start_time,end_time,state,binary_label,multiclass_label,phase,load_condition,experiment
short_circuit_1,54,2.25944,4.6592,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,55,2.26424,4.664,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,56,2.26904,4.6688,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,57,2.27384,4.6736,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,58,2.27864,4.6784,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,59,2.28344,4.6832,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,60,2.28824,4.688,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,61,2.29304,4.6928,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,62,2.29784,4.6976,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,63,2.30264,4.7024,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,64,2.30744,4.7072,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,65,2.31224,4.712,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,66,2.31704,4.7168,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,67,2.32184,4.7216,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,68,2.32664,4.7264,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,69,2.33144,4.7312,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,70,2.33624,4.736,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,71,2.34104,4.7408,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,72,2.34584,4.7456,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,73,2.35064,4.7504,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,74,2.35544,4.7552,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,75,2.36024,4.76,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,76,2.36504,4.7648,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,77,2.36984,4.7696,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,78,2.37464,4.7744,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,79,2.37944,4.7792,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,80,2.38424,4.784,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,81,2.38904,4.7888,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,82,2.39384,4.7936,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,83,2.39864,4.7984,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,84,2.40344,4.8032,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,85,2.40824,4.808,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,86,2.41304,4.8128,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,87,2.41784,4.8176,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,88,2.42264,4.8224,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,89,2.42744,4.8272,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,90,2.43224,4.832,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,91,2.43704,4.8368,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,92,2.44184,4.8416,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,93,2.44664,4.8464,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,94,2.45144,4.8512,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,95,2.45624,4.856,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,96,2.46104,4.8608,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,97,2.46584,4.8656,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,98,2.47064,4.8704,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,99,2.47544,4.8752,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,100,2.48024,4.88,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,101,2.48504,4.8848,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,102,2.48984,4.8896,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,103,2.49464,4.8944,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,104,2.49944,4.8992,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,105,2.50424,4.904,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,106,2.50904,4.9088,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,107,2.51384,4.9136,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,108,2.51864,4.9184,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,109,2.52344,4.9232,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,110,2.52824,4.928,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,111,2.53304,4.9328,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,112,2.53784,4.9376,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,113,2.54264,4.9424,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,114,2.54744,4.9472,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,115,2.55224,4.952,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,116,2.55704,4.9568,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,117,2.56184,4.9616,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,118,2.56664,4.9664,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,119,2.57144,4.9712,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,120,2.57624,4.976,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,121,2.58104,4.9808,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,122,2.58584,4.9856,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,123,2.59064,4.9904,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,124,2.59544,4.9952,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,125,2.60024,5.0,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,126,2.60504,5.0048,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,127,2.60984,5.0096,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,128,2.61464,5.0144,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,129,2.61944,5.0192,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,130,2.62424,5.024,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,131,2.62904,5.0288,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,132,2.63384,5.0336,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,133,2.63864,5.0384,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,134,2.64344,5.0432,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,135,2.64824,5.048,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,136,2.65304,5.0528,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,137,2.65784,5.0576,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,138,2.66264,5.0624,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,139,2.66744,5.0672,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,140,2.67224,5.072,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,141,2.67704,5.0768,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,142,2.68184,5.0816,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,143,2.68664,5.0864,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,144,2.69144,5.0912,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,145,2.69624,5.096,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,146,2.70104,5.1008,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,147,2.70584,5.1056,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,148,2.71064,5.1104,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,149,2.71544,5.1152,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,150,2.72024,5.12,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,151,2.72504,5.1248,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,152,2.72984,5.1296,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,153,2.73464,5.1344,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,154,2.73944,5.1392,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,155,2.74424,5.144,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,156,2.74904,5.1488,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,157,2.75384,5.1536,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,158,2.75864,5.1584,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,159,2.76344,5.1632,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,160,2.76824,5.168,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,161,2.77304,5.1728,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,162,2.77784,5.1776,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,163,2.78264,5.1824,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,164,2.78744,5.1872,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,165,2.79224,5.192,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,166,2.79704,5.1968,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,167,2.80184,5.2016,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,168,2.80664,5.2064,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,169,2.81144,5.2112,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,170,2.81624,5.216,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,171,2.82104,5.2208,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,172,2.82584,5.2256,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,173,2.83064,5.2304,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,174,2.83544,5.2352,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,175,2.84024,5.24,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,176,2.84504,5.2448,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,177,2.84984,5.2496,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,178,2.85464,5.2544,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,179,2.85944,5.2592,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,180,2.86424,5.264,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,181,2.86904,5.2688,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,182,2.87384,5.2736,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,183,2.87864,5.2784,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,184,2.88344,5.2832,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,185,2.88824,5.288,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,186,2.89304,5.2928,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,187,2.89784,5.2976,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,188,2.90264,5.3024,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,189,2.90744,5.3072,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,190,2.91224,5.312,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,191,2.91704,5.3168,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,192,2.92184,5.3216,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,193,2.92664,5.3264,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,194,2.93144,5.3312,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,195,2.93624,5.336,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,196,2.94104,5.3408,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,197,2.94584,5.3456,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,198,2.95064,5.3504,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,199,2.95544,5.3552,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,200,2.96024,5.36,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,201,2.96504,5.3648,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,202,2.96984,5.3696,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,203,2.97464,5.3744,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,204,2.97944,5.3792,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,205,2.98424,5.384,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,206,2.98904,5.3888,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,207,2.99384,5.3936,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,208,2.99864,5.3984,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,209,3.00344,5.4032,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,210,3.00824,5.408,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,211,3.01304,5.4128,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,212,3.01784,5.4176,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,213,3.02264,5.4224,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,214,3.02744,5.4272,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,215,3.03224,5.432,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,216,3.03704,5.4368,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,217,3.04184,5.4416,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,218,3.04664,5.4464,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,219,3.05144,5.4512,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,220,3.05624,5.456,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,221,3.06104,5.4608,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,222,3.06584,5.4656,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,223,3.07064,5.4704,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,224,3.07544,5.4752,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,225,3.08024,5.48,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,226,3.08504,5.4848,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,227,3.08984,5.4896,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,228,3.09464,5.4944,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,229,3.09944,5.4992,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,230,3.10424,5.504,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,231,3.10904,5.5088,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,232,3.11384,5.5136,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,233,3.11864,5.5184,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,234,3.12344,5.5232,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,235,3.12824,5.528,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,236,3.13304,5.5328,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,237,3.13784,5.5376,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,238,3.14264,5.5424,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,239,3.14744,5.5472,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,240,3.15224,5.552,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,241,3.15704,5.5568,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,242,3.16184,5.5616,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,243,3.16664,5.5664,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,244,3.17144,5.5712,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,245,3.17624,5.576,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,246,3.18104,5.5808,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,247,3.18584,5.5856,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,248,3.19064,5.5904,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,249,3.19544,5.5952,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,250,3.20024,5.6,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,251,3.20504,5.6048,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,252,3.20984,5.6096,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,253,3.21464,5.6144,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,254,3.21944,5.6192,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,255,3.22424,5.624,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,256,3.22904,5.6288,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,257,3.23384,5.6336,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,258,3.23864,5.6384,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,259,3.24344,5.6432,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,260,3.24824,5.648,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,261,3.25304,5.6528,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,262,3.25784,5.6576,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,263,3.26264,5.6624,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,264,3.26744,5.6672,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,265,3.27224,5.672,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,266,3.27704,5.6768,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,267,3.28184,5.6816,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,268,3.28664,5.6864,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,269,3.29144,5.6912,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,270,3.29624,5.696,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,271,3.30104,5.7008,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,272,3.30584,5.7056,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,273,3.31064,5.7104,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,274,3.31544,5.7152,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,275,3.32024,5.72,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,276,3.32504,5.7248,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,277,3.32984,5.7296,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,278,3.33464,5.7344,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,279,3.33944,5.7392,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,280,3.34424,5.744,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,281,3.34904,5.7488,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,282,3.35384,5.7536,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,283,3.35864,5.7584,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,284,3.36344,5.7632,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,285,3.36824,5.768,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,286,3.37304,5.7728,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,287,3.37784,5.7776,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,288,3.38264,5.7824,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,289,3.38744,5.7872,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,290,3.39224,5.792,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,291,3.39704,5.7968,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,292,3.40184,5.8016,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,293,3.40664,5.8064,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,294,3.41144,5.8112,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,295,3.41624,5.816,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,296,3.42104,5.8208,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,297,3.42584,5.8256,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,298,3.43064,5.8304,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,299,3.43544,5.8352,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,300,3.44024,5.84,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,301,3.44504,5.8448,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,302,3.44984,5.8496,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,303,3.45464,5.8544,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,304,3.45944,5.8592,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,305,3.46424,5.864,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,306,3.46904,5.8688,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,307,3.47384,5.8736,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,308,3.47864,5.8784,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,309,3.48344,5.8832,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,310,3.48824,5.888,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,311,3.49304,5.8928,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,312,3.49784,5.8976,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,313,3.50264,5.9024,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,314,3.50744,5.9072,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,315,3.51224,5.912,short_circuit,1,short_circuit,1,100,experiment_2
short_circuit_1,316,3.51704,5.9168,short_circuit,1,short_circuit,1,100,experiment_2
