measurement_id,base_id,experiment,state,load_condition,phase,num_observations,file_path,engine_cfg_path
1727864682_3,1727864682,experiment_1,bearing defect,80,3,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/3/1727864682.csv,./dataset/engine_2/engine.yml
1727864962_3,1727864962,experiment_1,bearing defect,80,3,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/3/1727864962.csv,./dataset/engine_2/engine.yml
1727864802_3,1727864802,experiment_1,bearing defect,80,3,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/3/1727864802.csv,./dataset/engine_2/engine.yml
1727864542_3,1727864542,experiment_1,bearing defect,80,3,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/3/1727864542.csv,./dataset/engine_2/engine.yml
1727864782_3,1727864782,experiment_1,bearing defect,80,3,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/3/1727864782.csv,./dataset/engine_2/engine.yml
1727864622_3,1727864622,experiment_1,bearing defect,80,3,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/3/1727864622.csv,./dataset/engine_2/engine.yml
1727864583_3,1727864583,experiment_1,bearing defect,80,3,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/3/1727864583.csv,./dataset/engine_2/engine.yml
1727864742_3,1727864742,experiment_1,bearing defect,80,3,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/3/1727864742.csv,./dataset/engine_2/engine.yml
1727864982_3,1727864982,experiment_1,bearing defect,80,3,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/3/1727864982.csv,./dataset/engine_2/engine.yml
1727864822_3,1727864822,experiment_1,bearing defect,80,3,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/3/1727864822.csv,./dataset/engine_2/engine.yml
1727864942_3,1727864942,experiment_1,bearing defect,80,3,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/3/1727864942.csv,./dataset/engine_2/engine.yml
1727864562_3,1727864562,experiment_1,bearing defect,80,3,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/3/1727864562.csv,./dataset/engine_2/engine.yml
1727864762_3,1727864762,experiment_1,bearing defect,80,3,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/3/1727864762.csv,./dataset/engine_2/engine.yml
1727864602_3,1727864602,experiment_1,bearing defect,80,3,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/3/1727864602.csv,./dataset/engine_2/engine.yml
1727864842_3,1727864842,experiment_1,bearing defect,80,3,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/3/1727864842.csv,./dataset/engine_2/engine.yml
1727864922_3,1727864922,experiment_1,bearing defect,80,3,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/3/1727864922.csv,./dataset/engine_2/engine.yml
1727864882_3,1727864882,experiment_1,bearing defect,80,3,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/3/1727864882.csv,./dataset/engine_2/engine.yml
1727864702_3,1727864702,experiment_1,bearing defect,80,3,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/3/1727864702.csv,./dataset/engine_2/engine.yml
1727864662_3,1727864662,experiment_1,bearing defect,80,3,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/3/1727864662.csv,./dataset/engine_2/engine.yml
1727864502_3,1727864502,experiment_1,bearing defect,80,3,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/3/1727864502.csv,./dataset/engine_2/engine.yml
1727864902_2,1727864902,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864902.csv,./dataset/engine_2/engine.yml
1727864862_2,1727864862,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864862.csv,./dataset/engine_2/engine.yml
1727864642_2,1727864642,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864642.csv,./dataset/engine_2/engine.yml
1727864722_2,1727864722,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864722.csv,./dataset/engine_2/engine.yml
1727864522_2,1727864522,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864522.csv,./dataset/engine_2/engine.yml
1727864682_2,1727864682,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864682.csv,./dataset/engine_2/engine.yml
1727864962_2,1727864962,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864962.csv,./dataset/engine_2/engine.yml
1727864802_2,1727864802,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864802.csv,./dataset/engine_2/engine.yml
1727864542_2,1727864542,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864542.csv,./dataset/engine_2/engine.yml
1727864782_2,1727864782,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864782.csv,./dataset/engine_2/engine.yml
1727864622_2,1727864622,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864622.csv,./dataset/engine_2/engine.yml
1727864583_2,1727864583,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864583.csv,./dataset/engine_2/engine.yml
1727864742_2,1727864742,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864742.csv,./dataset/engine_2/engine.yml
1727864982_2,1727864982,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864982.csv,./dataset/engine_2/engine.yml
1727864822_2,1727864822,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864822.csv,./dataset/engine_2/engine.yml
1727864942_2,1727864942,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864942.csv,./dataset/engine_2/engine.yml
1727864562_2,1727864562,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864562.csv,./dataset/engine_2/engine.yml
1727864762_2,1727864762,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864762.csv,./dataset/engine_2/engine.yml
1727864602_2,1727864602,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864602.csv,./dataset/engine_2/engine.yml
1727864842_2,1727864842,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864842.csv,./dataset/engine_2/engine.yml
1727864922_2,1727864922,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864922.csv,./dataset/engine_2/engine.yml
1727864882_2,1727864882,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864882.csv,./dataset/engine_2/engine.yml
1727864702_2,1727864702,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864702.csv,./dataset/engine_2/engine.yml
1727864662_2,1727864662,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864662.csv,./dataset/engine_2/engine.yml
1727864502_2,1727864502,experiment_1,bearing defect,80,2,16384,./dataset/engine_2/experiment_1/current/3rd_load_80/2/1727864502.csv,./dataset/engine_2/engine.yml
1727937397_1,1727937397,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937397.csv,./dataset/engine_2/engine.yml
1727937357_1,1727937357,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937357.csv,./dataset/engine_2/engine.yml
1727937637_1,1727937637,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937637.csv,./dataset/engine_2/engine.yml
1727937757_1,1727937757,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937757.csv,./dataset/engine_2/engine.yml
1727937597_1,1727937597,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937597.csv,./dataset/engine_2/engine.yml
1727937437_1,1727937437,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937437.csv,./dataset/engine_2/engine.yml
1727937257_1,1727937257,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937257.csv,./dataset/engine_2/engine.yml
1727937697_1,1727937697,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937697.csv,./dataset/engine_2/engine.yml
1727937537_1,1727937537,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937537.csv,./dataset/engine_2/engine.yml
1727937457_1,1727937457,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937457.csv,./dataset/engine_2/engine.yml
1727937657_1,1727937657,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937657.csv,./dataset/engine_2/engine.yml
1727937737_1,1727937737,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937737.csv,./dataset/engine_2/engine.yml
1727937317_1,1727937317,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937317.csv,./dataset/engine_2/engine.yml
1727937277_1,1727937277,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937277.csv,./dataset/engine_2/engine.yml
1727937498_1,1727937498,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937498.csv,./dataset/engine_2/engine.yml
1727937339_1,1727937339,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937339.csv,./dataset/engine_2/engine.yml
1727937477_1,1727937477,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937477.csv,./dataset/engine_2/engine.yml
1727937517_1,1727937517,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937517.csv,./dataset/engine_2/engine.yml
1727937298_1,1727937298,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937298.csv,./dataset/engine_2/engine.yml
1727937717_1,1727937717,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937717.csv,./dataset/engine_2/engine.yml
1727937677_1,1727937677,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937677.csv,./dataset/engine_2/engine.yml
1727937377_1,1727937377,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937377.csv,./dataset/engine_2/engine.yml
1727937558_1,1727937558,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937558.csv,./dataset/engine_2/engine.yml
1727937617_1,1727937617,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937617.csv,./dataset/engine_2/engine.yml
1727937417_1,1727937417,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937417.csv,./dataset/engine_2/engine.yml
1727937577_1,1727937577,experiment_1,inter-turn short circuits,100,1,16384,./dataset/engine_2/experiment_1/current/4th_load_100/1/1727937577.csv,./dataset/engine_2/engine.yml
1727937397_3,1727937397,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937397.csv,./dataset/engine_2/engine.yml
1727937357_3,1727937357,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937357.csv,./dataset/engine_2/engine.yml
1727937637_3,1727937637,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937637.csv,./dataset/engine_2/engine.yml
1727937757_3,1727937757,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937757.csv,./dataset/engine_2/engine.yml
1727937597_3,1727937597,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937597.csv,./dataset/engine_2/engine.yml
1727937437_3,1727937437,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937437.csv,./dataset/engine_2/engine.yml
1727937257_3,1727937257,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937257.csv,./dataset/engine_2/engine.yml
1727937697_3,1727937697,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937697.csv,./dataset/engine_2/engine.yml
1727937537_3,1727937537,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937537.csv,./dataset/engine_2/engine.yml
1727937457_3,1727937457,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937457.csv,./dataset/engine_2/engine.yml
1727937657_3,1727937657,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937657.csv,./dataset/engine_2/engine.yml
1727937737_3,1727937737,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937737.csv,./dataset/engine_2/engine.yml
1727937317_3,1727937317,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937317.csv,./dataset/engine_2/engine.yml
1727937277_3,1727937277,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937277.csv,./dataset/engine_2/engine.yml
1727937498_3,1727937498,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937498.csv,./dataset/engine_2/engine.yml
1727937339_3,1727937339,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937339.csv,./dataset/engine_2/engine.yml
1727937477_3,1727937477,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937477.csv,./dataset/engine_2/engine.yml
1727937517_3,1727937517,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937517.csv,./dataset/engine_2/engine.yml
1727937298_3,1727937298,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937298.csv,./dataset/engine_2/engine.yml
1727937717_3,1727937717,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937717.csv,./dataset/engine_2/engine.yml
1727937677_3,1727937677,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937677.csv,./dataset/engine_2/engine.yml
1727937377_3,1727937377,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937377.csv,./dataset/engine_2/engine.yml
1727937558_3,1727937558,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937558.csv,./dataset/engine_2/engine.yml
1727937617_3,1727937617,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937617.csv,./dataset/engine_2/engine.yml
1727937417_3,1727937417,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937417.csv,./dataset/engine_2/engine.yml
1727937577_3,1727937577,experiment_1,inter-turn short circuits,100,3,16384,./dataset/engine_2/experiment_1/current/4th_load_100/3/1727937577.csv,./dataset/engine_2/engine.yml
1727937397_2,1727937397,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937397.csv,./dataset/engine_2/engine.yml
1727937357_2,1727937357,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937357.csv,./dataset/engine_2/engine.yml
1727937637_2,1727937637,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937637.csv,./dataset/engine_2/engine.yml
1727937757_2,1727937757,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937757.csv,./dataset/engine_2/engine.yml
1727937597_2,1727937597,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937597.csv,./dataset/engine_2/engine.yml
1727937437_2,1727937437,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937437.csv,./dataset/engine_2/engine.yml
1727937257_2,1727937257,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937257.csv,./dataset/engine_2/engine.yml
1727937697_2,1727937697,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937697.csv,./dataset/engine_2/engine.yml
1727937537_2,1727937537,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937537.csv,./dataset/engine_2/engine.yml
1727937457_2,1727937457,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937457.csv,./dataset/engine_2/engine.yml
1727937657_2,1727937657,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937657.csv,./dataset/engine_2/engine.yml
1727937737_2,1727937737,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937737.csv,./dataset/engine_2/engine.yml
1727937317_2,1727937317,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937317.csv,./dataset/engine_2/engine.yml
1727937277_2,1727937277,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937277.csv,./dataset/engine_2/engine.yml
1727937498_2,1727937498,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937498.csv,./dataset/engine_2/engine.yml
1727937339_2,1727937339,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937339.csv,./dataset/engine_2/engine.yml
1727937477_2,1727937477,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937477.csv,./dataset/engine_2/engine.yml
1727937517_2,1727937517,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937517.csv,./dataset/engine_2/engine.yml
1727937298_2,1727937298,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937298.csv,./dataset/engine_2/engine.yml
1727937717_2,1727937717,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937717.csv,./dataset/engine_2/engine.yml
1727937677_2,1727937677,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937677.csv,./dataset/engine_2/engine.yml
1727937377_2,1727937377,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937377.csv,./dataset/engine_2/engine.yml
1727937558_2,1727937558,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937558.csv,./dataset/engine_2/engine.yml
1727937617_2,1727937617,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937617.csv,./dataset/engine_2/engine.yml
1727937417_2,1727937417,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937417.csv,./dataset/engine_2/engine.yml
1727937577_2,1727937577,experiment_1,inter-turn short circuits,100,2,16384,./dataset/engine_2/experiment_1/current/4th_load_100/2/1727937577.csv,./dataset/engine_2/engine.yml
1727785510_1,1727785510,experiment_1,rotor bar defect,60,1,16384,./dataset/engine_2/experiment_1/current/1st_load_60/1/1727785510.csv,./dataset/engine_2/engine.yml
1727785470_1,1727785470,experiment_1,rotor bar defect,60,1,16384,./dataset/engine_2/experiment_1/current/1st_load_60/1/1727785470.csv,./dataset/engine_2/engine.yml
1727785271_1,1727785271,experiment_1,rotor bar defect,60,1,16384,./dataset/engine_2/experiment_1/current/1st_load_60/1/1727785271.csv,./dataset/engine_2/engine.yml
1727785310_1,1727785310,experiment_1,rotor bar defect,60,1,16384,./dataset/engine_2/experiment_1/current/1st_load_60/1/1727785310.csv,./dataset/engine_2/engine.yml
1727785070_1,1727785070,experiment_1,rotor bar defect,60,1,16384,./dataset/engine_2/experiment_1/current/1st_load_60/1/1727785070.csv,./dataset/engine_2/engine.yml
1727785111_1,1727785111,experiment_1,rotor bar defect,60,1,16384,./dataset/engine_2/experiment_1/current/1st_load_60/1/1727785111.csv,./dataset/engine_2/engine.yml
1727785410_1,1727785410,experiment_1,rotor bar defect,60,1,16384,./dataset/engine_2/experiment_1/current/1st_load_60/1/1727785410.csv,./dataset/engine_2/engine.yml
1727785171_1,1727785171,experiment_1,rotor bar defect,60,1,16384,./dataset/engine_2/experiment_1/current/1st_load_60/1/1727785171.csv,./dataset/engine_2/engine.yml
1727785210_1,1727785210,experiment_1,rotor bar defect,60,1,16384,./dataset/engine_2/experiment_1/current/1st_load_60/1/1727785210.csv,./dataset/engine_2/engine.yml
1727785370_1,1727785370,experiment_1,rotor bar defect,60,1,16384,./dataset/engine_2/experiment_1/current/1st_load_60/1/1727785370.csv,./dataset/engine_2/engine.yml
1727785430_1,1727785430,experiment_1,rotor bar defect,60,1,16384,./dataset/engine_2/experiment_1/current/1st_load_60/1/1727785430.csv,./dataset/engine_2/engine.yml
